trial_id,model,A_word,B_word,A_len,B_len,A_popularity,B_popularity,A_upos,B_upos,A_domain,B_domain,A_abstraction,B_abstraction,A_polysemy,B_polysemy,identity_success,prompt,raw_response,parsed_answer
404,gpt-5,enactment,typography,0.437500,0.500000,0.564291,0.424628,NOUN,NOUN,noun.communication,noun.act,0.362500,0.585000,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

enactment : enactment :: typography : ____",ANSWER: typography,typography
405,gpt-5,profitable,detachable,0.500000,0.500000,0.863537,0.369887,ADJ,ADJ,adj.all,adj.all,0.340000,0.510000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

profitable : profitable :: detachable : ____",ANSWER: detachable,detachable
406,gpt-5,initial,determination,0.312500,0.687500,0.961079,0.890158,ADJ,NOUN,adj.all,noun.cognition,0.507500,0.175000,0.200000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

initial : initial :: determination : ____",ANSWER: determination,determination
407,gpt-5,cape,leftist,0.125000,0.312500,0.914238,0.750895,NOUN,NOUN,noun.object,noun.person,0.942500,0.287500,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cape : cape :: leftist : ____",ANSWER: eft,eft
408,gpt-5,uptight,quack,0.312500,0.187500,0.321986,0.461469,ADJ,NOUN,adj.all,noun.event,0.215000,0.732500,0.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

uptight : uptight :: quack : ____",ANSWER: quack,quack
409,gpt-5,cash,looking,0.125000,0.312500,0.974739,0.995180,NOUN,VERB,noun.person,verb.communication,0.870000,0.632500,0.300000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cash : cash :: looking : ____",ANSWER: looking,looking
410,gpt-5,urgently,handout,0.375000,0.312500,0.689134,0.421168,ADV,NOUN,adv.all,noun.act,0.275000,0.630000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

urgently : urgently :: handout : ____",ANSWER: handout,handout
411,gpt-5,unpopular,refrigerant,0.437500,0.562500,0.780796,0.122462,ADJ,NOUN,adj.all,noun.substance,0.267500,0.732500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unpopular : unpopular :: refrigerant : ____",ANSWER: refrigerant,refrigerant
412,gpt-5,navigational,deference,0.625000,0.437500,0.412168,0.392208,ADJ,NOUN,adj.pert,noun.act,0.362500,0.230000,0.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

navigational : navigational :: deference : ____",ANSWER: deferential,deferential
413,gpt-5,importer,hanging,0.375000,0.312500,0.477530,0.939979,NOUN,VERB,noun.person,verb.motion,0.607500,0.757500,0.000000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

importer : importer :: hanging : ____",ANSWER: hanger,hanger
414,gpt-5,ant,enticing,0.062500,0.375000,0.824936,0.505250,NOUN,VERB,noun.animal,verb.communication,0.965000,0.277500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ant : ant :: enticing : ____",ANSWER: enticing,enticing
415,gpt-5,contorted,haze,0.437500,0.125000,0.003160,0.665553,VERB,NOUN,verb.contact,noun.phenomenon,0.472500,0.760000,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

contorted : contorted :: haze : ____",ANSWER: haze,haze
416,gpt-5,pair,passive,0.125000,0.312500,0.960919,0.863657,NOUN,NOUN,noun.quantity,noun.relation,0.720000,0.315000,0.800000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pair : pair :: passive : ____",ANSWER: active,active
417,gpt-5,faculty,fragmented,0.312500,0.500000,0.916898,0.623432,NOUN,VERB,noun.group,verb.change,0.740000,0.602500,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

faculty : faculty :: fragmented : ____",ANSWER: fragmented,fragmented
418,gpt-5,cutter,unusually,0.250000,0.437500,0.776116,0.793916,NOUN,ADV,noun.person,adv.all,0.767500,0.202500,0.500000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cutter : cutter :: unusually : ____",ANSWER: usually,usually
419,gpt-5,flammable,cereal,0.437500,0.250000,0.534591,0.789856,ADJ,NOUN,adj.all,noun.plant,0.652500,0.957500,0.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

flammable : flammable :: cereal : ____",ANSWER: serial,serial
420,gpt-5,panties,loudspeaker,0.312500,0.562500,0.764895,0.382588,NOUN,NOUN,noun.artifact,noun.artifact,0.975000,0.955000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

panties : panties :: loudspeaker : ____",ANSWER: loudspeaker,loudspeaker
421,gpt-5,story,arguably,0.187500,0.375000,0.993200,0.835297,NOUN,ADV,noun.communication,adv.all,0.575000,0.197500,0.500000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

story : story :: arguably : ____",ANSWER: arguably,arguably
422,gpt-5,brig,vermouth,0.125000,0.375000,0.619372,0.040021,NOUN,NOUN,noun.artifact,noun.food,0.870000,0.790000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

brig : brig :: vermouth : ____",ANSWER: martini,martini
423,gpt-5,reusable,spank,0.375000,0.187500,0.556031,0.474849,ADJ,NOUN,adj.all,noun.act,0.335000,0.802500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

reusable : reusable :: spank : ____",ANSWER: spank,spank
424,gpt-5,escort,discipline,0.250000,0.500000,0.857377,0.903078,NOUN,NOUN,noun.act,noun.cognition,0.825000,0.310000,0.500000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

escort : escort :: discipline : ____",ANSWER: discipline,discipline
425,gpt-5,silver,freelance,0.250000,0.437500,0.967059,0.769055,NOUN,NOUN,noun.artifact,noun.person,0.880000,0.230000,1.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

silver : silver :: freelance : ____",ANSWER: freelance,freelance
426,gpt-5,expose,guest,0.250000,0.187500,0.853257,0.948439,VERB,NOUN,verb.cognition,noun.artifact,0.615000,0.707500,0.900000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

expose : expose :: guest : ____",ANSWER: guest,guest
427,gpt-5,gentleman,lynx,0.437500,0.125000,0.890058,0.462589,NOUN,NOUN,noun.person,noun.animal,0.642500,0.875000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

gentleman : gentleman :: lynx : ____",ANSWER: lynx,lynx
428,gpt-5,turkey,bottleneck,0.250000,0.500000,0.945899,0.401208,NOUN,NOUN,noun.food,noun.artifact,0.972500,0.742500,0.400000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

turkey : turkey :: bottleneck : ____",ANSWER: traffic,traffic
429,gpt-5,superstructure,debriefing,0.750000,0.500000,0.331247,0.014360,NOUN,VERB,noun.artifact,verb.communication,0.680000,0.552500,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

superstructure : superstructure :: debriefing : ____",ANSWER: briefing,briefing
430,gpt-5,lemon,prevalence,0.187500,0.500000,0.878698,0.761135,NOUN,NOUN,noun.food,noun.relation,1.000000,0.205000,0.400000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lemon : lemon :: prevalence : ____",ANSWER: prevalence,prevalence
431,gpt-5,responsible,refining,0.562500,0.375000,0.971879,0.659773,ADJ,NOUN,adj.all,noun.process,0.172500,0.325000,0.200000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

responsible : responsible :: refining : ____",ANSWER: refining,refining
432,gpt-5,categorization,ratchet,0.750000,0.312500,0.278686,0.520730,NOUN,NOUN,noun.cognition,noun.artifact,0.330000,0.910000,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

categorization : categorization :: ratchet : ____",ANSWER: ratchet,ratchet
433,gpt-5,assault,barrier,0.312500,0.312500,0.933039,0.888538,NOUN,NOUN,noun.act,noun.cognition,0.602500,0.852500,0.600000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

assault : assault :: barrier : ____",ANSWER: bar,bar
434,gpt-5,mobile,singular,0.250000,0.375000,0.970259,0.787816,NOUN,NOUN,noun.artifact,noun.communication,0.482500,0.302500,0.700000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mobile : mobile :: singular : ____",ANSWER: singular,singular
435,gpt-5,visitation,old,0.500000,0.062500,0.625393,0.996540,NOUN,ADJ,noun.event,adj.all,0.520000,0.430000,0.200000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

visitation : visitation :: old : ____",ANSWER: old,old
436,gpt-5,hacker,engagement,0.250000,0.500000,0.765755,0.915358,NOUN,NOUN,noun.person,noun.event,0.685000,0.437500,0.300000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

hacker : hacker :: engagement : ____",ANSWER: engagement,engagement
437,gpt-5,penis,unturned,0.187500,0.375000,0.867917,0.190024,NOUN,ADJ,noun.body,adj.all,1.000000,0.355000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

penis : penis :: unturned : ____",ANSWER: unturned,unturned
438,gpt-5,splice,retiree,0.250000,0.312500,0.314106,0.265265,NOUN,NOUN,noun.artifact,noun.person,0.547500,0.732500,0.500000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

splice : splice :: retiree : ____",ANSWER: retiree,retiree
439,gpt-5,sensor,corvette,0.250000,0.375000,0.838237,0.624132,NOUN,NOUN,noun.artifact,noun.artifact,0.740000,0.940000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sensor : sensor :: corvette : ____",ANSWER: corvette,corvette
440,gpt-5,pleading,rebate,0.375000,0.250000,0.712294,0.611332,VERB,NOUN,verb.communication,noun.possession,0.400000,0.552500,0.500000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pleading : pleading :: rebate : ____",ANSWER: rebait,rebait
441,gpt-5,chest,redistribution,0.187500,0.750000,0.942359,0.590512,NOUN,NOUN,noun.body,noun.act,0.982500,0.300000,0.300000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

chest : chest :: redistribution : ____",ANSWER: rib,rib
442,gpt-5,knife,coherence,0.187500,0.437500,0.928679,0.485850,NOUN,NOUN,noun.shape,noun.state,0.975000,0.405000,0.300000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

knife : knife :: coherence : ____",ANSWER: cohere,cohere
443,gpt-5,stunted,scribbling,0.312500,0.500000,0.395068,0.076702,VERB,VERB,verb.social,verb.creation,0.292500,0.775000,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

stunted : stunted :: scribbling : ____",ANSWER: scribbling,scribbling
444,gpt-5,dependability,alto,0.687500,0.125000,0.002680,0.688714,NOUN,NOUN,noun.attribute,noun.communication,0.242500,0.592500,0.000000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dependability : dependability :: alto : ____",ANSWER: alto,alto
445,gpt-5,snapper,inclusion,0.312500,0.437500,0.418168,0.861597,NOUN,NOUN,noun.animal,noun.relation,0.880000,0.302500,0.500000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

snapper : snapper :: inclusion : ____",ANSWER: inclusion,inclusion
446,gpt-5,ravens,redress,0.250000,0.312500,0.761015,0.520650,NOUN,NOUN,noun.animal,noun.act,0.947500,0.410000,0.400000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ravens : ravens :: redress : ____",ANSWER: redress,redress
447,gpt-5,tot,indie,0.062500,0.187500,0.525871,0.857217,NOUN,NOUN,noun.person,noun.group,0.805000,0.340000,0.200000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

tot : tot :: indie : ____",ANSWER: eidni,eidni
448,gpt-5,sharpness,incumbent,0.437500,0.437500,0.425669,0.798716,NOUN,NOUN,noun.cognition,noun.person,0.422500,0.545000,0.600000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sharpness : sharpness :: incumbent : ____",ANSWER: incumbent,incumbent
449,gpt-5,godsend,bet,0.312500,0.062500,0.241085,0.966339,NOUN,NOUN,noun.event,noun.act,0.135000,0.525000,0.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

godsend : godsend :: bet : ____",ANSWER: bet,bet
450,gpt-5,conditioner,embarrassed,0.562500,0.562500,0.653473,0.868617,NOUN,VERB,noun.act,verb.emotion,0.802500,0.250000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

conditioner : conditioner :: embarrassed : ____",ANSWER: embarrassed,embarrassed
451,gpt-5,manifesto,grout,0.437500,0.187500,0.758035,0.285166,NOUN,NOUN,noun.communication,noun.substance,0.560000,0.920000,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

manifesto : manifesto :: grout : ____",ANSWER: rout,rout
452,gpt-5,congresswoman,stoning,0.687500,0.312500,0.361347,0.208304,NOUN,VERB,noun.person,verb.contact,0.870000,0.652500,0.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

congresswoman : congresswoman :: stoning : ____",ANSWER: stoning,stoning
453,gpt-5,optically,intellect,0.437500,0.437500,0.183564,0.696114,ADV,NOUN,adv.all,noun.cognition,0.375000,0.340000,0.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

optically : optically :: intellect : ____",ANSWER: intellectually,intellectually
454,gpt-5,bureaucracy,readership,0.562500,0.500000,0.722474,0.502470,NOUN,NOUN,noun.group,noun.group,0.160000,0.375000,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bureaucracy : bureaucracy :: readership : ____",ANSWER: readers,readers
455,gpt-5,schooling,packet,0.437500,0.250000,0.784716,0.797996,VERB,NOUN,verb.motion,noun.group,0.517500,0.865000,0.500000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

schooling : schooling :: packet : ____",ANSWER: packet,packet
456,gpt-5,philanthropist,circumcised,0.750000,0.562500,0.502730,0.336487,NOUN,VERB,noun.person,verb.contact,0.482500,0.832500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

philanthropist : philanthropist :: circumcised : ____",ANSWER: circumcised,circumcised
457,gpt-5,raider,ovulation,0.250000,0.437500,0.611432,0.404428,NOUN,NOUN,noun.person,noun.process,0.575000,0.547500,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

raider : raider :: ovulation : ____",ANSWER: valuation,valuation
458,gpt-5,rioting,actually,0.312500,0.375000,0.590412,0.993980,NOUN,ADV,noun.state,adv.all,0.697500,0.092500,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rioting : rioting :: actually : ____",ANSWER: actually,actually
459,gpt-5,pulmonary,pseudoscience,0.437500,0.687500,0.699274,0.008580,ADJ,NOUN,adj.pert,noun.cognition,0.390000,0.305000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pulmonary : pulmonary :: pseudoscience : ____",ANSWER: pseudoscience,pseudoscience
460,gpt-5,muscle,storybook,0.250000,0.437500,0.932439,0.245825,NOUN,NOUN,noun.attribute,noun.communication,0.875000,0.980000,0.500000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

muscle : muscle :: storybook : ____",ANSWER: storybook,storybook
461,gpt-5,molasses,snack,0.375000,0.187500,0.420008,0.832997,NOUN,NOUN,noun.food,noun.food,0.960000,0.840000,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

molasses : molasses :: snack : ____",ANSWER: snacks,snacks
462,gpt-5,expanse,class,0.312500,0.187500,0.552651,0.991420,NOUN,NOUN,noun.attribute,noun.group,0.420000,0.712500,0.200000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

expanse : expanse :: class : ____",ANSWER: class,class
463,gpt-5,adhesive,wire,0.375000,0.125000,0.644993,0.930819,ADJ,NOUN,adj.all,noun.artifact,0.837500,0.930000,0.100000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

adhesive : adhesive :: wire : ____",ANSWER: wire,wire
464,gpt-5,crested,rod,0.312500,0.062500,0.328107,0.885398,VERB,NOUN,verb.stative,noun.animal,0.537500,0.857500,0.400000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

crested : crested :: rod : ____",ANSWER: rodent,rodent
465,gpt-5,extremist,captivating,0.437500,0.562500,0.683734,0.536151,NOUN,VERB,noun.person,verb.emotion,0.435000,0.187500,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

extremist : extremist :: captivating : ____",ANSWER: captivating,captivating
466,gpt-5,radiotherapy,simplified,0.625000,0.500000,0.475630,0.770755,NOUN,VERB,noun.act,verb.change,0.510000,0.302500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

radiotherapy : radiotherapy :: simplified : ____",ANSWER: simplified,simplified
467,gpt-5,bullet,postmortem,0.250000,0.500000,0.905198,0.210244,NOUN,NOUN,noun.artifact,noun.act,0.957500,0.675000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bullet : bullet :: postmortem : ____",ANSWER: postmortem,postmortem
468,gpt-5,squeal,crescendo,0.250000,0.437500,0.280906,0.286546,NOUN,NOUN,noun.event,noun.attribute,0.605000,0.510000,0.200000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

squeal : squeal :: crescendo : ____",ANSWER: crescendo,crescendo
469,gpt-5,toke,postage,0.125000,0.312500,0.198884,0.703774,NOUN,NOUN,noun.act,noun.communication,0.597500,0.842500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

toke : toke :: postage : ____",ANSWER: postage,postage
470,gpt-5,innocent,damsel,0.375000,0.250000,0.933839,0.336107,NOUN,NOUN,noun.person,noun.person,0.135000,0.720000,0.700000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

innocent : innocent :: damsel : ____",ANSWER: demoiselle,demoiselle
471,gpt-5,boldness,tradesman,0.375000,0.437500,0.345867,0.075502,NOUN,NOUN,noun.attribute,noun.person,0.250000,0.767500,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

boldness : boldness :: tradesman : ____",ANSWER: tradesmen,tradesmen
472,gpt-5,grandmother,pod,0.562500,0.062500,0.886298,0.778276,NOUN,NOUN,noun.person,noun.plant,0.912500,0.907500,0.000000,0.500000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

grandmother : grandmother :: pod : ____",ANSWER: pod,pod
473,gpt-5,dew,further,0.062500,0.312500,0.709794,0.990220,NOUN,ADV,noun.substance,adv.all,0.845000,0.220000,0.000000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dew : dew :: further : ____",ANSWER: further,further
474,gpt-5,riches,whiskey,0.250000,0.312500,0.728135,0.800276,NOUN,NOUN,noun.possession,noun.food,0.630000,0.935000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

riches : riches :: whiskey : ____",ANSWER: whisky,whisky
475,gpt-5,argumentation,confinement,0.687500,0.562500,0.118722,0.684354,NOUN,NOUN,noun.communication,noun.state,0.250000,0.652500,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

argumentation : argumentation :: confinement : ____",ANSWER: confinement,confinement
476,gpt-5,multiplicity,dislocation,0.625000,0.562500,0.257865,0.319506,NOUN,NOUN,noun.attribute,noun.state,0.302500,0.545000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

multiplicity : multiplicity :: dislocation : ____",ANSWER: dislocation,dislocation
477,gpt-5,literate,railing,0.375000,0.312500,0.591712,0.585072,NOUN,VERB,noun.person,verb.possession,0.370000,0.947500,0.300000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

literate : literate :: railing : ____",ANSWER: railing,railing
478,gpt-5,restrained,triumphantly,0.500000,0.625000,0.673473,0.131363,VERB,ADV,verb.emotion,adv.all,0.500000,0.260000,0.900000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

restrained : restrained :: triumphantly : ____",ANSWER: triumphant,triumphant
479,gpt-5,conceit,info,0.312500,0.125000,0.278326,0.950239,NOUN,NOUN,noun.communication,noun.communication,0.275000,0.347500,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

conceit : conceit :: info : ____",ANSWER: info,info
480,gpt-5,revolutionary,sulfate,0.687500,0.312500,0.891018,0.543411,ADJ,NOUN,adj.all,noun.substance,0.315000,0.715000,0.400000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

revolutionary : revolutionary :: sulfate : ____",ANSWER: sulphate,sulphate
481,gpt-5,merely,abbreviated,0.250000,0.562500,0.923458,0.548791,ADV,VERB,adv.all,verb.change,0.105000,0.525000,0.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

merely : merely :: abbreviated : ____",ANSWER: abbr.,abbr
482,gpt-5,fuselage,tulip,0.375000,0.187500,0.484630,0.537271,NOUN,NOUN,noun.artifact,noun.plant,0.947500,1.000000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

fuselage : fuselage :: tulip : ____",ANSWER: tulip,tulip
483,gpt-5,cumin,videotape,0.187500,0.437500,0.429929,0.473969,NOUN,NOUN,noun.plant,noun.artifact,0.982500,0.980000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cumin : cumin :: videotape : ____",ANSWER: videotape,videotape
484,gpt-5,repute,list,0.250000,0.125000,0.099062,0.989400,NOUN,NOUN,noun.state,noun.communication,0.190000,0.857500,0.100000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

repute : repute :: list : ____",ANSWER: list,list
485,gpt-5,fucking,cant,0.312500,0.125000,0.990720,0.921458,VERB,NOUN,verb.contact,noun.object,0.607500,0.262500,0.300000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

fucking : fucking :: cant : ____",ANSWER: can't,can't
486,gpt-5,marketplace,claimant,0.562500,0.375000,0.812796,0.517730,NOUN,NOUN,noun.act,noun.person,0.820000,0.590000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

marketplace : marketplace :: claimant : ____",ANSWER: claimant,claimant
487,gpt-5,doubting,retrial,0.375000,0.312500,0.613632,0.163043,VERB,NOUN,verb.cognition,noun.act,0.267500,0.445000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

doubting : doubting :: retrial : ____",ANSWER: retrial,retrial
488,gpt-5,fled,offensive,0.125000,0.437500,0.868557,0.935079,VERB,ADJ,verb.motion,adj.all,0.535000,0.275000,0.000000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

fled : fled :: offensive : ____",ANSWER: offensive,offensive
489,gpt-5,sensibility,aspiring,0.562500,0.375000,0.549971,0.726775,NOUN,VERB,noun.feeling,verb.cognition,0.130000,0.217500,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sensibility : sensibility :: aspiring : ____",ANSWER: aspiring,aspiring
490,gpt-5,grammatically,sexism,0.687500,0.250000,0.166963,0.707374,ADV,NOUN,adv.all,noun.act,0.277500,0.152500,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

grammatically : grammatically :: sexism : ____",ANSWER: sexism,sexism
491,gpt-5,elaboration,boil,0.562500,0.125000,0.277606,0.817236,NOUN,NOUN,noun.attribute,noun.state,0.277500,0.800000,0.400000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

elaboration : elaboration :: boil : ____",ANSWER: boil,boil
492,gpt-5,disciple,sissy,0.375000,0.187500,0.648133,0.566871,NOUN,NOUN,noun.person,noun.person,0.572500,0.407500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

disciple : disciple :: sissy : ____",ANSWER: sissy,sissy
493,gpt-5,derelict,playtime,0.375000,0.375000,0.493010,0.419208,NOUN,NOUN,noun.person,noun.time,0.602500,0.630000,0.500000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

derelict : derelict :: playtime : ____",ANSWER: playtime,playtime
494,gpt-5,rented,recombination,0.250000,0.687500,0.828037,0.396108,VERB,NOUN,verb.possession,noun.event,0.427500,0.280000,0.300000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rented : rented :: recombination : ____",ANSWER: combination,combination
495,gpt-5,marvel,sarcastically,0.250000,0.687500,0.889598,0.373347,NOUN,ADV,noun.event,adv.all,0.280000,0.160000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

marvel : marvel :: sarcastically : ____",ANSWER: sarcastically,sarcastically
496,gpt-5,fairytale,haunt,0.437500,0.187500,0.558411,0.717394,NOUN,NOUN,noun.communication,noun.location,0.482500,0.257500,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

fairytale : fairytale :: haunt : ____",ANSWER: haunt,haunt
497,gpt-5,mythical,lobby,0.375000,0.187500,0.674413,0.863897,ADJ,NOUN,adj.all,noun.artifact,0.250000,0.925000,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mythical : mythical :: lobby : ____",ANSWER: lobby,lobby
498,gpt-5,schooling,borrower,0.437500,0.375000,0.784716,0.582812,VERB,NOUN,verb.social,noun.person,0.517500,0.567500,0.500000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

schooling : schooling :: borrower : ____",ANSWER: lender,lender
499,gpt-5,perfecting,shrub,0.500000,0.187500,0.448109,0.543811,VERB,NOUN,verb.change,noun.plant,0.205000,0.980000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

perfecting : perfecting :: shrub : ____",ANSWER: shrub,shrub
500,gpt-5,maker,enforcement,0.187500,0.562500,0.902598,0.934099,NOUN,NOUN,noun.group,noun.act,0.725000,0.370000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

maker : maker :: enforcement : ____",ANSWER: enforcement,enforcement
